,OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
125050,125051,271631000000.0,271631000000.0,27,163,71003,1,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,1056.247482,7.9623033,1048.285179,1016.60683,1934,858.0,817.0,0.616,58,0.070991432,320,0.391676867,439,0.537331701,1090,249,361,480,0.228440367,912,131,67,483,200,31,131,67,483,112,31,0,88,0,167,362,383,0.183114035,0.8439841,1.90240705,0.89710198,0.128860043,0.065905518,0.47510993,0.19673289,0.030493598,0.128860043,0.065905518,0.47510993,0.110170419,0.030493598,0.0,0.086562472,0.0,1.741086079,0,1.11627907,0.779689021,0.779689021,0.784304085,0.675798883,0.755425996,0.761714881,0.766262246,0.799271519,0.640899508,0.911088911,1.195175439,0.822690314,12.54436108,3.717949877,1.952822131,6.873589076,30.74094783,3.052604447,4.884167116,1.221041779,29.30500269,6.715729784,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,151723,132128,-99999,-99999,0.000365641,0.443020492,0.000401179,0.554130564,-99999.0,-99999.0,-99999.0,-99999.0,18,15,8,1,8.5,12371.72188,4274573.145
125051,125052,271631000000.0,271631000000.0,27,163,71003,2,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,709.7628741,0.0,709.7628741,696.26708,574,245.0,245.0,0.571,16,0.065306122,52,0.212244898,177,0.72244898,347,79,106,162,0.227665706,222,15,36,75,96,0,15,0,75,48,0,48,0,36,46,44,132,0.207207207,0.351876467,0.824396293,0.318843166,0.021543457,0.051704297,0.107717286,0.137878126,0.0,0.021543457,0.0,0.107717286,0.068939063,0.0,0.068939063,0.0,0.051704297,0.670719632,0,0.906122449,0.870094283,0.749458422,0.935696933,0.724206999,0.78619629,0.575368749,0.584281059,0.783623064,0.557788945,0.780316344,1.563063063,0.569462091,9.682238173,2.717425593,0.222406253,6.742406327,24.65454399,1.803419208,0.901709604,0.0,22.5427401,9.017096038,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,159687,139365,-99999,-99999,0.000384833,0.466274812,0.000423153,0.584481761,-99999.0,-99999.0,-99999.0,-99999.0,18,16,7,1,8.333333333,7746.443532,2872369.927
125052,125053,271631000000.0,271631000000.0,27,163,71003,3,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,705.4109489,146.7813536,558.6295953,104.2192938,998,371.0,371.0,0.634,19,0.051212938,101,0.272237197,251,0.676549865,552,132,164,256,0.239130435,735,1,1,497,168,68,1,1,497,154,68,0,14,0,145,98,492,0.197278912,3.559801516,9.575962031,7.052436967,0.009595152,0.009595152,4.768790711,1.611985592,0.652470359,0.009595152,0.009595152,4.768790711,1.47765346,0.652470359,0.0,0.134332133,0.0,10.61223848,0,1.981132075,0.521991595,0.521991595,0.505467162,0.435537886,0.667650712,0.709027818,0.674299801,0.574624894,0.848240046,0.857808858,0.751020408,0.779595883,17.77164322,6.711761003,1.152157427,9.907724793,49.27372311,8.019625236,6.873964488,0.0,24.05887571,28.6415187,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,136517,118412,-99999,-99999,0.000328995,0.398620041,0.000359533,0.496607141,-99999.0,-99999.0,-99999.0,-99999.0,15,6,9,1,6.833333333,9884.396703,2854759.734
125053,125054,271631000000.0,271631000000.0,27,163,71006,1,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,742.6449653,4.2266455,738.4183198,656.01251,2506,1073.0,978.0,0.662,18,0.018404908,273,0.279141104,687,0.702453988,1540,326,350,864,0.211688312,4070,1292,825,67,1441,445,1292,822,67,549,445,283,609,3,1187,1220,1663,0.291646192,1.63563954,3.820049102,6.204149979,1.969474637,1.257597969,0.102132199,2.196604452,0.678340722,1.969474637,1.253024885,0.102132199,0.836874285,0.678340722,0.431394212,0.928335955,0.004573084,7.839789519,0,4.161554192,0.848114047,0.848114047,0.837763101,0.837763101,0.888587535,0.756712591,0.837451161,0.412068512,0.76216545,0.549019608,0.378378378,0.537072802,30.59503867,4.486599229,3.977058531,22.13138091,230.0579975,12.13404348,29.46839131,13.00076087,237.4805653,39.00228262,-99999.0,0.0,0.0,1.33,1.152734131,0.000530726,152201,133184,-99999,-99999,0.000366793,0.444416218,0.000404385,0.558559314,-99999.0,-99999.0,-99999.0,-99999.0,20,20,20,1,13.66666667,7814.948545,3005445.588
125054,125055,271631000000.0,271631000000.0,27,163,71006,2,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,876.4328125,1.692635,874.7401775,745.34025,2350,978.0,961.0,0.583,29,0.030176899,259,0.269510926,673,0.700312175,1268,264,233,771,0.208201893,3373,1110,756,157,605,745,1110,756,157,202,745,23,380,0,1250,999,1124,0.370589979,1.312152403,3.15292244,4.525449954,1.489252727,1.014301857,0.210642052,0.81170982,0.999543497,1.489252727,1.014301857,0.210642052,0.271017163,0.999543497,0.03085839,0.509834267,0.0,5.837602357,0,3.509885536,0.922985082,0.922985082,0.835531968,0.781878261,0.940526797,0.792686999,0.870923301,0.421425616,0.821247597,0.546433958,0.375926475,0.535757565,25.33888873,5.400730393,1.654633798,18.28352454,154.9245404,8.04810409,7.316458263,4.389874958,171.2051234,31.46077053,-99999.0,0.0,0.0,1.33,0.973088949,0.000565957,92029,80767,-99999,-99999,0.000221783,0.268718209,0.000245232,0.338728076,-99999.0,-99999.0,-99999.0,-99999.0,20,18,18,1,12.66666667,10906.43188,3546874.734
125055,125056,271311000000.0,271311000000.0,27,131,70800,5,378.0,"Minneapolis-St. Paul, MN-WI",22060.0,"Faribault-Northfield, MN",65765,27267,32831,121.985857,0.0,121.985857,121.97215,841,306.0,306.0,0.537,0,0.0,127,0.41503268,179,0.58496732,480,124,145,211,0.258333333,78,0,0,12,66,0,0,0,12,0,0,57,9,0,21,19,38,0.269230769,2.50876942,6.895016608,0.639490244,0.0,0.0,0.098383115,0.54110713,0.0,0.0,0.0,0.098383115,0.0,0.0,0.467319794,0.073787336,0.0,3.148259664,0,0.254901961,0.619382195,0.266753392,0.697563759,0.368537467,0.538780095,0.384270305,0.412007708,0.534679939,0.169749728,0.279569892,6.153846154,0.005777142,19.94795266,0.0,0.0,19.94795266,122.4535398,0.0,0.0,0.0,104.9301969,52.46509847,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,19564,21177,-99999,-99999,0.026539873,0.621750461,0.026685299,0.668212798,-99999.0,-99999.0,-99999.0,-99999.0,11,5,16,1,8.333333333,3945.3731,493669.1456
125056,125057,271450000000.0,271450000000.0,27,145,601,1,378.0,"Minneapolis-St. Paul, MN-WI",41060.0,"St. Cloud, MN",196598,107683,96801,144.444776,0.0,144.444776,141.89294,1373,518.0,483.0,0.511,90,0.186335404,170,0.351966874,223,0.461697723,721,190,330,201,0.263522885,326,3,22,85,145,71,3,22,85,37,71,53,55,0,119,85,122,0.365030675,3.650639701,9.676309477,2.297506839,0.021142701,0.155046474,0.599043194,1.021897213,0.500377256,0.021142701,0.155046474,0.599043194,0.260759979,0.500377256,0.37352105,0.387616184,0.0,5.948146539,0,0.67494824,0.787775992,0.787775992,0.899355815,0.841603658,0.661421449,0.659300932,0.700156742,0.723840139,0.38375515,0.622731614,2.211656442,0.297703742,25.0199547,0.021781986,0.212863519,24.78530919,158.0673295,0.0,0.0,0.0,110.7689765,84.18442215,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,35772,27025,-99999,-99999,0.015689494,0.997462566,0.014083648,0.99283615,-99999.0,-99999.0,-99999.0,-99999.0,15,20,18,1,12.16666667,3645.290542,584559.0096
125057,125058,270371000000.0,270371000000.0,27,37,60904,2,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,594.2972448,5.7848581,588.5123867,554.38072,1303,557.0,557.0,0.672,37,0.066427289,261,0.468581688,259,0.464991023,866,200,261,405,0.230946882,1291,118,228,492,210,243,118,63,492,70,243,110,30,165,402,343,546,0.311386522,1.004724695,2.350370338,2.328724563,0.212850115,0.411269714,0.887476751,0.378801052,0.438326932,0.212850115,0.113640316,0.887476751,0.126267017,0.438326932,0.198419599,0.054114436,0.297629398,3.333449258,0,2.317773788,0.933429849,0.933429849,0.8494011,0.8494011,0.927326606,0.825881495,0.85388847,0.491003622,0.99537394,0.802967084,0.670797831,0.719497542,14.60140798,0.776099703,1.616076323,12.20923195,71.0684107,4.349950923,11.96236504,2.174975462,45.6744847,30.44965646,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,65383,65500,-99999,-99999,0.000157568,0.190913763,0.000198877,0.274699927,-99999.0,-99999.0,-99999.0,-99999.0,20,20,12,1,11.0,7146.198431,2405087.906
125058,125059,270371000000.0,270371000000.0,27,37,60604,2,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,630.7479542,5.5073648,625.2405894,549.5618695,2044,898.0,881.0,0.548,43,0.048808173,178,0.202043133,660,0.749148695,968,212,160,596,0.219008264,228,16,6,36,159,11,16,6,36,12,11,81,66,0,55,80,93,0.24122807,1.634028942,3.719326455,0.414875945,0.029114101,0.010917788,0.065506728,0.289321383,0.020015945,0.029114101,0.010917788,0.065506728,0.021835576,0.020015945,0.147390138,0.120095668,0.0,2.048904887,0,0.258796822,0.603456646,0.603456646,0.822933416,0.770088726,0.394991986,0.493076863,0.533055472,0.517740049,0.200704225,0.381270903,4.245614035,0.038944644,18.8035483,3.807158454,4.512332314,10.48405753,57.00256926,3.07081791,22.51933134,7.16524179,42.99145074,6.14163582,-99999.0,0.0,0.0,2.0,2.04721194,0.000978474,246049,193054,-99999,-99999,0.000592959,0.71844578,0.000586168,0.809647629,-99999.0,-99999.0,-99999.0,-99999.0,7,18,10,1,7.833333333,7165.978041,2552602.289
125059,125060,270371000000.0,270371000000.0,27,37,60817,4,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,1047.547833,38.5364805,1009.011352,1009.011352,4225,1325.0,1325.0,0.592,46,0.034716981,236,0.178113208,1043,0.787169811,1456,276,295,885,0.18956044,136,3,13,77,43,0,3,13,77,27,0,16,0,0,28,15,93,0.205882353,1.313166593,4.187267061,0.134785401,0.002973207,0.012883899,0.076312323,0.042615972,0.0,0.002973207,0.012883899,0.076312323,0.026758866,0.0,0.015857106,0.0,0.0,1.447951994,0,0.102641509,0.717508803,0.618028444,0.747698258,0.57870053,0.249909494,0.212386349,0.20496446,0.000287252,0.062371016,0.170854271,10.70588235,6.09241e-05,18.49777411,2.79648247,3.156718411,12.54457323,74.44594139,5.708558171,10.14854786,11.41711634,59.62271868,16.49139027,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,98829,96154,-99999,-99999,0.00023817,0.288573731,0.000291952,0.403259493,-99999.0,-99999.0,-99999.0,-99999.0,4,11,12,1,6.833333333,8984.860085,4239370.045
125060,125061,270371000000.0,270371000000.0,27,37,60503,2,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,217.0603001,0.0,217.0603001,212.9577067,1499,598.0,598.0,0.559,9,0.015050167,258,0.431438127,331,0.553511706,910,200,271,439,0.21978022,26,0,0,19,7,0,0,0,19,7,0,0,0,0,4,4,18,0.153846154,2.808069308,7.038956341,0.12208997,0.0,0.0,0.089219593,0.032870377,0.0,0.0,0.0,0.089219593,0.032870377,0.0,0.0,0.0,0.0,2.930159278,0,0.043478261,0.840358672,0.36192278,0.840358672,0.280119557,0.179750144,0.097691241,0.087860628,1.7029e-11,0.034098361,0.055555556,35.0,2e-15,23.16331924,0.0,5.582725034,17.5805942,104.2114103,0.0,20.63942599,11.79395771,73.71223569,29.48489428,384.9,0.0,0.0,5.33,15.71544865,0.003555704,147190,128438,41704,29284,0.000354716,0.429784451,0.000389975,0.538655103,0.00016937,0.066614168,0.000218783,0.073618583,2,3,15,17,11.5,3778.985657,878431.3442
125061,125062,270371000000.0,270371000000.0,27,37,60101,1,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,78.8938409,0.0,78.8938409,78.8938409,806,286.0,286.0,0.696,0,0.0,120,0.41958042,166,0.58041958,338,63,109,166,0.186390533,30,0,4,4,22,0,0,4,4,22,0,0,0,0,12,13,5,0.4,3.625124556,10.21626011,0.380257821,0.0,0.050701043,0.050701043,0.278855735,0.0,0.0,0.050701043,0.050701043,0.278855735,0.0,0.0,0.0,0.0,4.005382377,0,0.104895105,0.696109471,0.475168637,0.696109471,0.367769136,0.278740536,0.280270002,0.303382362,0.030761804,0.071770335,0.163043478,11.26666667,3.47731e-05,23.13235814,0.0,0.0,23.13235814,140.6568608,0.0,0.0,0.0,137.9068363,48.67300104,1029.98,0.0,0.0,-99999.0,-99999.0,-99999.0,220412,177824,107417,59749,0.000531176,0.643587542,0.000539926,0.745774654,0.000436247,0.171578125,0.00044639,0.150206144,4,5,17,13,11.5,2400.219567,319278.1872
125062,125063,270371000000.0,270371000000.0,27,37,60502,4,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,113.4480578,0.0,113.4480578,113.44806,836,333.0,333.0,0.557,7,0.021021021,92,0.276276276,234,0.702702703,403,88,116,199,0.218362283,20,10,4,4,2,0,10,4,4,2,0,0,0,0,2,11,7,0.1,2.935263944,7.369010982,0.176292129,0.088146064,0.035258426,0.035258426,0.017629213,0.0,0.088146064,0.035258426,0.035258426,0.017629213,0.0,0.0,0.0,0.0,3.111556072,0,0.06006006,0.880482024,0.758405935,0.880482024,0.586988016,0.17821448,0.183466977,0.195613068,1.46783e-05,0.046728972,0.094562648,20.15,4.82237e-09,20.56972933,0.380578968,4.084354805,16.10479555,84.64843018,0.0,11.28269646,16.92404469,73.33752698,11.28269646,671.9,0.0,0.0,2.33,13.14434137,0.002787081,162274,139634,41704,29247,0.000391068,0.47382867,0.00042397,0.585609918,0.00016937,0.066614168,0.000218507,0.073525567,2,11,13,14,11.16666667,2796.610041,459116.5425
125063,125064,271450000000.0,271450000000.0,27,145,601,3,378.0,"Minneapolis-St. Paul, MN-WI",41060.0,"St. Cloud, MN",196598,107683,96801,200.746511,0.0,200.746511,179.70441,974,394.0,394.0,0.617,0,0.0,150,0.38071066,244,0.61928934,459,115,187,157,0.250544662,544,308,24,34,85,93,308,24,34,8,93,73,4,0,264,157,123,0.485294118,2.192489322,5.420011674,3.027193378,1.713925663,0.133552649,0.189199586,0.472998965,0.517516515,1.713925663,0.133552649,0.189199586,0.04451755,0.517516515,0.406222641,0.022258775,0.0,5.2196827,0,1.38071066,0.761170699,0.761170699,0.669458493,0.626469199,0.776212763,0.765555962,0.839951829,0.50654222,0.716732543,0.915254237,0.84375,0.855345327,29.28739048,0.0,9.249364914,20.03802557,128.6111518,0.0,25.50480192,12.75240096,47.82150361,66.95010505,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,27926,22546,-99999,-99999,0.012248262,0.778685553,0.011749489,0.828288024,-99999.0,-99999.0,-99999.0,-99999.0,18,13,16,1,10.83333333,4001.884421,812412.8962
125064,125065,271450000000.0,271450000000.0,27,145,701,1,378.0,"Minneapolis-St. Paul, MN-WI",41060.0,"St. Cloud, MN",196598,107683,96801,449.4464835,0.0,449.4464835,449.42117,642,361.0,309.0,0.603,10,0.03236246,150,0.485436893,149,0.482200647,445,118,172,155,0.265168539,3839,51,3,1960,1816,9,51,3,1960,1760,9,0,56,0,806,1600,1433,0.209950508,0.803255441,1.428504136,8.542098718,0.1134793,0.006675253,4.361165274,4.040753131,0.020025759,0.1134793,0.006675253,4.361165274,3.916148409,0.020025759,0.0,0.124604722,0.0,9.345354159,0,12.42394822,0.481239284,0.481239284,0.468608566,0.403778523,0.548030156,0.307469054,0.213831159,0.388702426,0.286543182,0.207749767,0.115915603,0.413092229,14.00445859,2.02715153,3.403585849,8.573721215,38.4515635,1.423973762,1.423973762,5.695895049,11.3917901,24.20755396,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,33712,26619,-99999,-99999,0.014785984,0.940021749,0.013872068,0.977920647,-99999.0,-99999.0,-99999.0,-99999.0,12,6,8,1,6.0,8144.497344,1818882.381
125065,125066,271450000000.0,271450000000.0,27,145,701,2,378.0,"Minneapolis-St. Paul, MN-WI",41060.0,"St. Cloud, MN",196598,107683,96801,79.9277073,0.0,79.9277073,79.9277073,523,274.0,274.0,0.681,8,0.02919708,124,0.452554745,142,0.518248175,346,88,143,115,0.25433526,3,0,1,0,2,0,0,1,0,2,0,0,0,0,2,1,0,0.666666667,3.428097831,6.543413012,0.037533918,0.0,0.012511306,0.0,0.025022612,0.0,0.0,0.012511306,0.0,0.025022612,0.0,0.0,0.0,0.0,3.465631748,0,0.010948905,0.918295834,0.395488489,0.918295834,0.306098611,0.060691773,0.059315661,0.066035102,0.0,0.011406844,0.017191977,115.3333333,0.0,19.05606323,0.0,1.000707117,18.05535612,74.73953904,0.0,0.0,8.007235809,16.01447162,56.05065066,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,35390,26504,-99999,-99999,0.01552195,0.986810919,0.013812137,0.973695812,-99999.0,-99999.0,-99999.0,-99999.0,1,4,12,1,5.166666667,2409.601331,323463.5289
125066,125067,271450000000.0,271450000000.0,27,145,701,3,378.0,"Minneapolis-St. Paul, MN-WI",41060.0,"St. Cloud, MN",196598,107683,96801,140.1123717,0.0,140.1123717,134.31889,981,327.0,327.0,0.518,9,0.027522936,109,0.333333333,209,0.639143731,419,99,167,153,0.23627685,388,27,89,114,158,0,27,89,114,25,0,110,23,0,47,126,215,0.121134021,2.434504931,7.303514792,2.888648052,0.201014169,0.662602259,0.84872649,1.176305135,0.0,0.201014169,0.662602259,0.84872649,0.18612423,0.0,0.818946613,0.171234292,0.0,5.323152983,0,1.186544343,0.900898357,0.775991607,0.884383988,0.762033149,0.849510128,0.598245741,0.610680318,0.670857682,0.566837107,0.961586121,1.079896907,0.923211518,19.99693368,0.0,0.006315813,19.99061787,109.6354291,0.0,0.0,4.567762234,27.40657341,86.78748245,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,35863,27175,-99999,-99999,0.015729407,1.0,0.014161818,0.998346804,-99999.0,-99999.0,-99999.0,-99999.0,20,18,15,1,11.66666667,3157.208567,567032.2643
125067,125068,271450000000.0,271450000000.0,27,145,701,4,378.0,"Minneapolis-St. Paul, MN-WI",41060.0,"St. Cloud, MN",196598,107683,96801,95.5871756,0.0,95.5871756,95.58718,611,286.0,255.0,0.483,0,0.0,135,0.529411765,120,0.470588235,341,92,139,110,0.269794721,263,116,16,38,71,22,116,16,38,37,22,0,34,0,98,92,73,0.372623574,2.992033032,6.392070568,2.751414991,1.213551859,0.167386463,0.39754285,0.742777431,0.230156387,1.213551859,0.167386463,0.39754285,0.387081196,0.230156387,0.0,0.355696235,0.0,5.743448023,0,1.031372549,0.852426996,0.852426996,0.869988787,0.749629463,0.77554278,0.774108772,0.837834512,0.595538321,0.601830664,0.870860927,1.296577947,0.743357683,26.30203314,0.0,0.0,26.30203314,156.2385321,0.0,0.0,0.0,33.47729421,133.9091768,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,35059,26790,-99999,-99999,0.015376775,0.977581351,0.013961182,0.984202792,-99999.0,-99999.0,-99999.0,-99999.0,18,17,18,1,12.16666667,2645.395235,386838.1402
125068,125069,271450000000.0,271450000000.0,27,145,801,2,378.0,"Minneapolis-St. Paul, MN-WI",41060.0,"St. Cloud, MN",196598,107683,96801,118.2156052,0.0,118.2156052,104.25087,721,232.0,232.0,0.546,0,0.0,9,0.038793103,223,0.961206897,347,83,115,149,0.239193084,7,0,0,0,7,0,0,0,0,7,0,0,0,0,3,2,2,0.428571429,2.225401093,6.91600943,0.067145723,0.0,0.0,0.0,0.067145723,0.0,0.0,0.0,0.0,0.067145723,0.0,0.0,0.0,0.0,2.292546815,0,0.030172414,0.0,0.0,0.0,0.0,0.1908121,0.153348915,0.170720702,2.12242e-05,0.019230769,0.039548023,49.57142857,0.0,16.27604879,0.0,0.0,16.27604879,61.3766684,0.0,0.0,0.0,59.55220538,21.65534741,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,34708,26340,-99999,-99999,0.015222827,0.967794105,0.013726671,0.96767083,-99999.0,-99999.0,-99999.0,-99999.0,3,1,11,1,4.666666667,2889.814026,478412.566
125069,125070,271450000000.0,271450000000.0,27,145,801,3,378.0,"Minneapolis-St. Paul, MN-WI",41060.0,"St. Cloud, MN",196598,107683,96801,125.6950751,17.2354721,108.459603,94.6608,646,289.0,289.0,0.604,46,0.15916955,90,0.311418685,153,0.529411765,347,92,123,132,0.265129683,7,0,0,4,3,0,0,0,4,3,0,0,0,0,4,1,2,0.571428571,3.053006102,6.82436658,0.073948245,0.0,0.0,0.04225614,0.031692105,0.0,0.0,0.0,0.04225614,0.031692105,0.0,0.0,0.0,0.0,3.126954346,0,0.024221453,0.985228136,0.424314663,0.985228136,0.328409379,0.116572343,0.081490437,0.080286927,5.8e-14,0.02143951,0.039548023,49.57142857,0.0,27.01418659,0.0,0.0,27.01418659,182.9547541,0.0,0.0,0.0,88.51221777,123.9171049,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,35177,26874,-99999,-99999,0.015428529,0.98087165,0.014004957,0.987288758,-99999.0,-99999.0,-99999.0,-99999.0,2,4,19,1,7.666666667,3584.251531,508681.1465
125070,125071,271450000000.0,271450000000.0,27,145,801,1,378.0,"Minneapolis-St. Paul, MN-WI",41060.0,"St. Cloud, MN",196598,107683,96801,158.0389825,0.0,158.0389825,157.85427,922,478.0,478.0,0.614,121,0.253138075,215,0.449790795,142,0.29707113,542,150,188,204,0.276752768,157,3,0,46,105,3,3,0,46,28,3,0,77,0,46,68,43,0.292993631,3.028109407,5.84083028,0.994588236,0.019004871,0.0,0.291408018,0.665170477,0.019004871,0.019004871,0.0,0.291408018,0.177378794,0.019004871,0.0,0.487791683,0.0,4.022697644,0,0.328451883,0.562630743,0.484623744,0.725603128,0.561599429,0.467325016,0.458691348,0.479579858,0.61602234,0.291010195,0.449213162,3.452229299,0.086101427,22.9379035,0.0,2.397914021,20.53998948,141.7614796,0.0,8.099267534,8.099267534,64.79414027,85.0423091,-99999.0,0.0,0.015311633,-99999.0,-99999.0,-99999.0,35808,27220,-99999,-99999,0.015705284,0.998466386,0.014185269,1.0,-99999.0,-99999.0,-99999.0,-99999.0,9,10,17,1,9.166666667,3744.052932,639573.7167
125071,125072,271450000000.0,271450000000.0,27,145,901,3,378.0,"Minneapolis-St. Paul, MN-WI",41060.0,"St. Cloud, MN",196598,107683,96801,201.2538073,0.0,201.2538073,201.2538073,1712,893.0,877.0,0.652,72,0.082098062,458,0.522234892,347,0.395667047,856,231,333,292,0.269859813,261,16,7,2,222,14,16,7,2,8,14,129,85,0,47,113,101,0.180076628,4.437183137,8.506671367,1.296869875,0.079501602,0.034781951,0.0099377,1.103084722,0.069563901,0.079501602,0.034781951,0.0099377,0.039750801,0.069563901,0.640981663,0.422352258,0.0,5.734053012,0,0.297605473,0.372871331,0.372871331,0.659300561,0.616963558,0.377352683,0.502215938,0.557903702,0.79676336,0.264571718,0.467323187,3.279693487,0.102315563,19.64366345,0.0,0.220399656,19.42326379,101.8033908,0.0,0.0,0.0,124.0224984,19.08038437,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,32108,23777,-99999,-99999,0.014082475,0.895295988,0.012391005,0.873512123,-99999.0,-99999.0,-99999.0,-99999.0,7,12,14,1,8.166666667,4171.691154,814464.8559
125072,125073,271631000000.0,271631000000.0,27,163,71101,1,378.0,"Minneapolis-St. Paul, MN-WI",33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3542616,1921136,1875754,1201.171632,464.0058626,737.1657699,717.22685,953,383.0,351.0,0.59,6,0.017094017,66,0.188034188,279,0.794871795,496,117,116,263,0.235887097,287,2,17,63,141,64,2,16,63,13,64,54,74,1,108,101,78,0.37630662,0.534001202,1.328728839,0.400152337,0.002788518,0.023702403,0.087838318,0.196590521,0.089232577,0.002788518,0.022308144,0.087838318,0.018125367,0.089232577,0.075289987,0.103175167,0.001394259,0.934153539,0,0.817663818,0.757204486,0.757204486,0.811138748,0.811138748,0.690003006,0.656308618,0.700227604,0.622342493,0.462903226,0.733077905,1.728222997,0.482766105,16.09989855,3.793489987,1.086912005,11.21949655,58.47260109,4.340950341,12.15466095,1.736380136,31.25484245,27.78208218,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,95123,85293,-99999,-99999,0.000229239,0.277752472,0.000258974,0.357709632,-99999.0,-99999.0,-99999.0,-99999.0,16,19,10,1,9.5,11199.13243,4861078.356
